ts,ticker,tf,price,tech_signal,tech_score,final_signal,filter_status,event_type,event_weight,ai_summary,ai_skip_reason,macd_div,htf_trend,imoex_regime,candle_progress_pct,daily_atr_progress_pct
2026-07-08T17:30:50+00:00,GMKN,15m,112.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,100.0,226.5
2026-07-08T17:30:50+00:00,GAZP,15m,95.22,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,92.3,102.2
2026-07-08T17:30:50+00:00,LKOH,15m,4508.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,95.0,133.6
2026-07-08T17:30:50+00:00,ROSN,15m,325.35,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,74.1,147.2
2026-07-08T18:01:00+00:00,GMKN,15m,112.54,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,100.0,226.5
2026-07-08T18:01:01+00:00,LKOH,15m,4514.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,52.6,133.7
2026-07-08T18:01:01+00:00,ROSN,15m,326.25,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,86.4,147.3
2026-07-08T18:01:02+00:00,GAZP,15m,95.37,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,65.2,102.2
2026-07-08T18:01:03+00:00,SBER,15m,298.34,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,85.5,113.8
2026-07-08T18:30:20+00:00,GAZP,15m,95.09,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,28.6,102.2
2026-07-08T18:30:33+00:00,ROSN,15m,324.25,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,78.3,147.3
2026-07-08T18:30:33+00:00,GMKN,15m,112.04,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,81.8,226.5
2026-07-08T18:30:33+00:00,LKOH,15m,4503.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,73.3,133.7
2026-07-08T18:30:33+00:00,SBER,15m,297.66,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,21.7,113.9
2026-07-08T19:00:56+00:00,ROSN,15m,324.95,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,50.0,147.3
2026-07-08T19:00:56+00:00,LKOH,15m,4509.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,40.0,133.7
2026-07-08T19:00:56+00:00,SBER,15m,297.84,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,61.0,113.9
2026-07-08T19:00:56+00:00,GAZP,15m,95.3,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,100.0,102.2
2026-07-08T19:00:56+00:00,GMKN,15m,112.12,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,87.1,226.5
2026-07-08T19:30:20+00:00,GMKN,15m,112.18,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,46.7,226.5
2026-07-08T19:30:20+00:00,SBER,15m,297.98,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,6.3,114.1
2026-07-08T19:30:20+00:00,ROSN,15m,324.85,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,69.6,147.4
2026-07-08T19:30:20+00:00,LKOH,15m,4523.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,26.7,133.7
2026-07-08T19:30:20+00:00,GAZP,15m,95.23,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,94.1,102.2
2026-07-08T20:00:42+00:00,GAZP,15m,95.12,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,38.9,102.2
2026-07-08T20:00:42+00:00,LKOH,15m,4524.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,0.0,133.7
2026-07-08T20:00:42+00:00,GMKN,15m,112.12,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,21.4,226.8
2026-07-08T20:00:43+00:00,ROSN,15m,324.2,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,20.0,147.4
2026-07-08T20:00:43+00:00,SBER,15m,298.27,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,20.0,114.1
2026-07-08T20:30:52+00:00,GAZP,15m,95.47,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,16.1,102.4
2026-07-08T20:30:52+00:00,SBER,15m,298.2,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,67.5,114.1
2026-07-08T20:30:53+00:00,GMKN,15m,112.2,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,83.3,226.8
2026-07-08T20:31:06+00:00,ROSN,15m,325.15,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,4.0,147.4
2026-07-08T20:31:06+00:00,LKOH,15m,4537.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,42.3,133.7
2026-07-09T04:00:31+00:00,GAZP,15m,95.86,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,114.9
2026-07-09T04:00:31+00:00,SBER,15m,298.66,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,0.0,114.1
2026-07-09T04:00:31+00:00,GMKN,15m,112.54,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,0.0,226.8
2026-07-09T04:00:31+00:00,ROSN,15m,328.3,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,0.0,147.4
2026-07-09T04:00:31+00:00,LKOH,15m,4554.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,0.0,133.7
2026-07-09T04:30:54+00:00,SBER,15m,298.23,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,86.2,19.0
2026-07-09T04:30:54+00:00,LKOH,15m,4525.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,5.1,39.7
2026-07-09T04:30:54+00:00,ROSN,15m,325.85,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,bear,51.4,21.6
2026-07-09T04:30:54+00:00,GMKN,15m,111.32,🟥 SHORT/ВЫХОД,92,🟥 ВЫХОД CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,bear,bear,41.9,27.4
2026-07-09T04:30:54+00:00,GAZP,15m,95.57,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,bear,60.6,26.1
2026-07-09T05:01:16+00:00,SBER,15m,297.86,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,95.2,32.7
2026-07-09T05:01:16+00:00,GAZP,15m,95.37,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,100.0,37.0
2026-07-09T05:01:16+00:00,GMKN,15m,112.02,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,bear,100.0,37.4
2026-07-09T05:01:16+00:00,ROSN,15m,325.25,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,100.0,31.3
2026-07-09T05:01:16+00:00,LKOH,15m,4527.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,bear,100.0,40.3
2026-07-09T05:30:39+00:00,GAZP,15m,95.28,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,bear,43.8,49.4
2026-07-09T05:30:39+00:00,SBER,15m,297.7,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,2.0,35.8
2026-07-09T05:30:39+00:00,ROSN,15m,323.15,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,0.0,56.7
2026-07-09T05:30:39+00:00,LKOH,15m,4514.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bull,bear,5.1,48.7
2026-07-09T05:30:39+00:00,GMKN,15m,111.66,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,bear,31.2,37.4
2026-07-09T06:00:49+00:00,SBER,15m,298.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,66.7,31.2
2026-07-09T06:00:49+00:00,GMKN,15m,111.6,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,31.7,37.4
2026-07-09T06:00:49+00:00,ROSN,15m,322.7,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,85.0,47.7
2026-07-09T06:00:50+00:00,LKOH,15m,4520.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bull,neutral,71.2,41.4
2026-07-09T06:00:50+00:00,GAZP,15m,95.17,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,89.6,42.5
2026-07-09T06:31:00+00:00,ROSN,15m,322.55,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,12.8,53.1
2026-07-09T06:31:00+00:00,LKOH,15m,4511.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,82.1,46.9
2026-07-09T06:31:01+00:00,SBER,15m,297.68,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,5.1,31.3
2026-07-09T06:31:01+00:00,GAZP,15m,94.88,🟥 SHORT/ВЫХОД,89,🟥 ВЫХОД CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,neutral,neutral,87.0,54.3
2026-07-09T06:31:01+00:00,GMKN,15m,111.82,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,26.9,37.4
2026-07-09T07:00:29+00:00,SBER,15m,297.67,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,2.1,31.8
2026-07-09T07:00:29+00:00,GMKN,15m,112.48,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,24.2,41.0
2026-07-09T07:00:29+00:00,ROSN,15m,323.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bull,neutral,3.5,53.7
2026-07-09T07:00:29+00:00,LKOH,15m,4509.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,5.9,46.9
2026-07-09T07:00:30+00:00,GAZP,15m,95.03,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,23.3,54.3
2026-07-09T07:30:53+00:00,LKOH,15m,4524.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,52.9,48.1
2026-07-09T07:30:53+00:00,ROSN,15m,325.1,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,bear,30.0,53.9
2026-07-09T07:30:53+00:00,SBER,15m,298.3,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,90.5,34.8
2026-07-09T07:30:53+00:00,GAZP,15m,95.43,🟩 LONG,77,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,neutral,neutral,71.7,54.3
2026-07-09T07:30:53+00:00,GMKN,15m,113.16,🟩 LONG,72,🟡 LONG WEAK,WEAK,нет событий,0,,no_facts,,bear,neutral,48.5,54.7
2026-07-09T08:01:15+00:00,LKOH,15m,4510.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,67.4,49.3
2026-07-09T08:01:16+00:00,SBER,15m,296.33,🟥 SHORT/ВЫХОД,100,🟥 ВЫХОД CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,bear,neutral,69.4,50.6
2026-07-09T08:01:16+00:00,GMKN,15m,112.3,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,73.7,50.8
2026-07-09T08:01:16+00:00,ROSN,15m,321.05,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,58.6,53.9
2026-07-09T08:01:16+00:00,GAZP,15m,94.8,🟥 SHORT/ВЫХОД,100,🟥 ВЫХОД CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,bear,neutral,44.2,59.0
2026-07-09T08:30:26+00:00,GAZP,15m,95.27,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,33.3,59.0
2026-07-09T08:30:26+00:00,GMKN,15m,112.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,21.9,50.8
2026-07-09T08:30:26+00:00,SBER,15m,297.63,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,45.6,50.6
2026-07-09T08:30:26+00:00,LKOH,15m,4522.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,19.2,49.3
2026-07-09T08:30:26+00:00,ROSN,15m,322.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,66.7,55.3
2026-07-09T09:00:37+00:00,ROSN,15m,323.75,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,94.0,55.3
2026-07-09T09:00:37+00:00,LKOH,15m,4541.5,🟩 LONG,79,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,bull,neutral,52.4,49.3
2026-07-09T09:00:49+00:00,GMKN,15m,113.98,🟩 LONG,89,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,neutral,neutral,70.9,67.3
2026-07-09T09:00:49+00:00,SBER,15m,298.36,🟩 LONG,75,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,neutral,neutral,78.1,50.6
2026-07-09T09:00:49+00:00,GAZP,15m,95.54,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,61.1,59.0
2026-07-09T09:31:13+00:00,GAZP,15m,95.21,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,73.3,59.0
2026-07-09T09:31:13+00:00,ROSN,15m,322.4,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,94.4,55.3
2026-07-09T09:31:13+00:00,GMKN,15m,113.54,🟩 LONG,74,🟩 LONG CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,neutral,neutral,100.0,67.3
2026-07-09T09:31:13+00:00,SBER,15m,297.63,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,7.1,50.6
2026-07-09T09:31:13+00:00,LKOH,15m,4537.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,89.5,49.3
2026-07-09T10:00:36+00:00,SBER,15m,297.74,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,neutral,25.7,50.6
2026-07-09T10:00:37+00:00,ROSN,15m,322.25,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,95.5,55.3
2026-07-09T10:00:37+00:00,GAZP,15m,95.24,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,78.6,59.0
2026-07-09T10:00:37+00:00,GMKN,15m,113.26,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bear,neutral,78.7,67.4
2026-07-09T10:00:37+00:00,LKOH,15m,4518.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,31.0,49.3
2026-07-09T10:31:00+00:00,LKOH,15m,4515.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,0.0,49.3
2026-07-09T10:31:00+00:00,GAZP,15m,94.92,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,9.8,59.0
2026-07-09T10:31:00+00:00,GMKN,15m,112.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bear,neutral,0.0,67.4
2026-07-09T10:31:00+00:00,ROSN,15m,321.15,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,2.6,55.4
2026-07-09T10:31:00+00:00,SBER,15m,297.29,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,52.5,50.6
2026-07-09T11:00:23+00:00,GAZP,15m,95.06,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,neutral,8.0,59.0
2026-07-09T11:00:23+00:00,ROSN,15m,321.75,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,3.8,55.5
2026-07-09T11:00:23+00:00,LKOH,15m,4527.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,0.0,49.3
2026-07-09T11:00:23+00:00,GMKN,15m,112.36,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bear,neutral,11.1,67.5
2026-07-09T11:00:23+00:00,SBER,15m,297.33,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,45.2,50.6
2026-07-09T11:30:47+00:00,GMKN,15m,111.86,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bear,neutral,8.3,67.5
2026-07-09T11:30:47+00:00,ROSN,15m,322.75,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,75.0,55.5
2026-07-09T11:30:47+00:00,SBER,15m,297.09,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,47.4,50.6
2026-07-09T11:30:47+00:00,GAZP,15m,94.86,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,20.0,59.0
2026-07-09T11:30:47+00:00,LKOH,15m,4530.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,50.0,49.3
2026-07-09T11:46:55+00:00,SBER,15m,297.05,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,95.7,50.6
2026-07-09T11:46:55+00:00,GAZP,15m,94.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,neutral,100.0,59.0
2026-07-09T11:46:55+00:00,LKOH,15m,4517.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,bear,100.0,49.3
2026-07-09T11:46:55+00:00,GMKN,15m,111.74,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bear,neutral,100.0,67.5
2026-07-09T11:46:55+00:00,ROSN,15m,322.05,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,neutral,100.0,55.5
2026-07-09T11:47:11+00:00,NVTK,15m,957.3,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Медвежья дивергенция MACD — разворот вниз,bull,bear,30.0,68.8
2026-07-09T11:47:12+00:00,NLMK,15m,58.8,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,bear,0.0,50.8
2026-07-09T11:47:12+00:00,TATN,15m,481.0,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,bear,0.0,54.5
2026-07-09T11:47:12+00:00,MOEX,15m,149.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bear,bear,76.9,82.8
2026-07-09T11:47:12+00:00,CHMF,15m,544.0,🟥 SHORT/ВЫХОД,86,🟥 ВЫХОД CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,bear,bear,40.0,74.4
2026-07-09T11:47:27+00:00,VTBR,15m,65.235,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,bear,69.2,37.2
2026-07-09T11:47:28+00:00,TATNP,15m,456.1,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,bear,20.0,58.6
2026-07-09T11:47:28+00:00,MGNT,15m,1834.0,🟥 SHORT/ВЫХОД,79,🟥 ВЫХОД CONFIRMED,CONFIRMED,нет событий,0,,no_facts,,neutral,bear,33.3,46.3
2026-07-09T11:47:28+00:00,AFLT,15m,38.1,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,bear,bear,75.0,48.6
2026-07-09T11:47:29+00:00,SNGS,15m,15.905,🟥 SHORT/ВЫХОД,66,🟡 ВЫХОД WEAK,WEAK,нет событий,0,,no_facts,,bull,bear,0.0,31.6
2026-07-09T11:47:43+00:00,SNGSP,15m,36.455,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,bear,80.0,75.7
2026-07-09T11:47:44+00:00,TRNFP,15m,1245.4,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,bear,58.8,87.8
2026-07-09T11:47:44+00:00,BANE,15m,1053.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,🔄 Бычья дивергенция MACD — разворот вверх,neutral,bear,100.0,71.2
2026-07-09T11:47:44+00:00,BANEP,15m,874.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bull,bear,50.0,53.8
2026-07-09T11:47:45+00:00,SBERP,15m,298.02,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,bear,bear,100.0,63.8
2026-07-09T11:47:59+00:00,BSPB,15m,248.5,НЕТ СИГНАЛА,0,НЕТ СИГНАЛА,NO_SIGNAL,нет событий,0,,no_facts,,neutral,bear,4.5,78.4
